_id,APPLICATION_,STATUS,X,Y,WARD_NAME,Watercourse_Viol,Wetland_Viol,Overall_Status,Violation_Type
4136,22 138885 STE 11 SA,Under Review ,312486.130000000004657,4836098.000000000000000,University-Rosedale,NO,NO,PASS,None
4147,21 234506 STE 11 OZ,Under Review ,312556.368000000016764,4836116.821999999694526,University-Rosedale,NO,NO,PASS,None
4148,21 234506 STE 11 OZ,Under Review ,312579.152999999991152,4836120.260999999940395,University-Rosedale,NO,NO,PASS,None
4149,22 132905 STE 12 SA,Under Review ,313326.588999999978114,4840666.435999999754131,Toronto-St. Paul's,NO,NO,PASS,None
4187,21 166710 STE 10 SA,Under Review ,313889.478000000002794,4833952.475999999791384,Spadina-Fort York,NO,NO,PASS,None
4190,20 233433 STE 10 SA,Under Review ,313545.804000000003725,4833628.280000000260770,Spadina-Fort York,NO,NO,PASS,None
4227,25 211872 NNY 08 SA,Under Review ,309838.201999999990221,4839699.109000000171363,Eglinton-Lawrence,NO,NO,PASS,None
4231,21 234399 STE 10 SB,Under Review ,316056.311999999976251,4834160.521999999880791,Spadina-Fort York,NO,NO,PASS,None
4235,21 251322 NNY 18 SA,Under Review ,312275.125000000000000,4846409.145999999716878,Willowdale,NO,NO,PASS,None
4237,22 175297 WET 02 SA,Under Review ,299881.391000000003260,4832430.541000000201166,Etobicoke Centre,NO,NO,PASS,None
4238,22 133922 STE 12 SA,Under Review ,311053.424999999988358,4839073.728000000119209,Toronto-St. Paul's,NO,NO,PASS,None
4247,22 196135 NNY 17 SA,Under Review ,314460.765000000013970,4847357.299999999813735,Don Valley North,NO,NO,PASS,None
4248,12 203042 ESC 42 SA,Under Review ,328307.891999999992549,4852229.368999999947846,Scarborough-Rouge Park,NO,NO,PASS,None
4283,20 211508 WET 05 SA,Under Review ,305769.428000000014435,4838921.144999999552965,York South-Weston,NO,NO,PASS,None
4285,21 235961 NNY 15 SB,Under Review ,316129.935999999986961,4841332.417999999597669,Don Valley West,NO,NO,PASS,None
4295,24 153246 WET 03 SB,Under Review ,303549.058000000019092,4831015.750000000000000,Etobicoke-Lakeshore,NO,NO,PASS,None
4296,10 192817 ESC 42 SA,Under Review ,329106.677000000025146,4853408.652999999932945,Scarborough-Rouge Park,NO,NO,PASS,None
4312,24 252341 ESC 24 OZ,Under Review ,325236.417000000015832,4848042.808000000193715,Scarborough-Guildwood,NO,NO,PASS,None
4313,26 149609 WET 05 SA,Application Received,305310.766000000003260,4838458.456000000238419,York South-Weston,NO,NO,PASS,None
4334,22 196930 STE 11 SA,Under Review ,313242.580000000016298,4835190.595999999903142,University-Rosedale,NO,NO,PASS,None
4347,25 191848 NNY 17 OZ,Under Review ,314460.765000000013970,4847357.299999999813735,Don Valley North,NO,NO,PASS,None
4364,21 226321 STE 13 SB,Under Review ,315537.503000000026077,4834508.816999999806285,Toronto Centre,NO,NO,PASS,None
4366,23 172335 ESC 21 OZ,Under Review,320820.114000000001397,4842849.183000000193715,Scarborough Centre,NO,NO,PASS,None
4383,24 177979 WET 01 SA,Under Review ,296408.314000000013039,4841716.439000000245869,Etobicoke North,NO,NO,PASS,None
4388,21 226317 STE 13 SA,Under Review ,315537.503000000026077,4834508.816999999806285,Toronto Centre,NO,NO,PASS,None
4391,25 266344 NNY 15 SA,Under Review ,314759.870999999984633,4841097.356999999843538,Don Valley West,NO,NO,PASS,None
4403,23 172335 ESC 21 OZ,Under Review,320860.717000000004191,4842825.089999999850988,Scarborough Centre,NO,NO,PASS,None
4415,09 187701 ESC 39 SA,Under Review ,318098.788999999989755,4851053.260999999940395,Scarborough-Agincourt,NO,NO,PASS,None
4432,24 134354 ESC 23 SA,Under Review ,323124.586000000010245,4852752.019999999552965,Scarborough North,NO,NO,PASS,None
4433,21 234402 STE 10 CD,Under Review ,312799.652999999991152,4833855.901999999769032,Spadina-Fort York,NO,NO,PASS,None
4466,22 198135 STE 09 SA,Under Review ,307389.489999999990687,4837276.726999999955297,Davenport,NO,NO,PASS,None
4471,23 129424 STE 09 SA,Under Review ,307959.003000000026077,4836276.383000000379980,Davenport,NO,NO,PASS,None
4478,26 101832 STE 11 OZ,Under Review ,314095.096000000019558,4835020.364000000059605,University-Rosedale,NO,NO,PASS,None
4508,22 242145 STE 12 OZ,Under Review ,312970.613000000012107,4840442.150000000372529,Toronto-St. Paul's,NO,NO,PASS,None
4513,24 254630 STE 13 SA,Under Review ,315276.068000000028405,4834991.252000000327826,Toronto Centre,NO,NO,PASS,None
4529,20 146488 WET 03 OZ,Under Review ,306277.661000000021886,4831276.222000000067055,Etobicoke-Lakeshore,NO,YES,FAIL,Wetland
4553,15 247232 WET 06 OZ,Under Review ,304738.083999999973457,4830355.298000000417233,Etobicoke-Lakeshore,NO,NO,PASS,None
4557,17 112623 NNY 15 SB,Under Review ,309386.539999999979045,4842336.427000000141561,Eglinton-Lawrence,NO,NO,PASS,None
4593,21 233429 ESC 20 SB,Under Review ,321028.727000000013504,4842503.339999999850988,Scarborough Southwest,NO,NO,PASS,None
4594,21 235119 NNY 18 CD,Under Review ,312211.923999999999069,4846386.262000000104308,Willowdale,NO,NO,PASS,None
4595,22 193935 STE 12 SA,Under Review ,313083.960000000020955,4839998.566999999806285,Toronto-St. Paul's,NO,NO,PASS,None
4597,21 233427 ESC 20 OZ,Under Review ,321028.727000000013504,4842503.339999999850988,Scarborough Southwest,NO,NO,PASS,None
4598,21 233428 ESC 20 SA,Under Review ,321028.727000000013504,4842503.339999999850988,Scarborough Southwest,NO,NO,PASS,None
4601,17 112623 NNY 15 SB,Under Review ,309481.838999999978114,4842233.742999999783933,Eglinton-Lawrence,NO,NO,PASS,None
4623,19 262757 WET 07 SA,Under Review ,303832.597000000008848,4842454.333999999798834,Humber River-Black Creek,NO,NO,PASS,None
4627,21 169132 STE 13 SA,Under Review ,315420.648999999975786,4834744.127000000327826,Toronto Centre,NO,NO,PASS,None
4642,12 295562 WET 13 SA,Under Review ,304693.955000000016298,4835869.367999999783933,Parkdale-High Park,NO,NO,PASS,None
4647,21 215567 STE 13 SA,Under Review ,314800.113000000012107,4834666.763000000268221,Toronto Centre,NO,NO,PASS,None
4648,25 141826 NNY 08 OZ,Under Review ,309531.929999999993015,4840500.529000000096858,Eglinton-Lawrence,NO,NO,PASS,None
4649,21 230126 STE 13 CD,Under Review ,315185.712999999988824,4834515.309999999590218,Toronto Centre,NO,NO,PASS,None
4676,22 138768 STE 14 SA,Under Review ,316564.142999999981839,4838533.535000000149012,Toronto-Danforth,NO,NO,PASS,None
4680,21 231206 NNY 08 SA,Under Review ,311427.155000000027940,4842726.402999999932945,Eglinton-Lawrence,NO,NO,PASS,None
4687,19 262484 NNY 06 OZ,Under Review ,307302.071999999985565,4849378.201000000350177,York Centre,NO,NO,PASS,None
4688,19 254024 STE 10 SA,Under Review ,313195.699000000022352,4833831.151999999769032,Spadina-Fort York,NO,NO,PASS,None
4689,19 254024 STE 10 SA,Under Review ,313115.887999999977183,4833823.780000000260770,Spadina-Fort York,NO,NO,PASS,None
4695,25 222153 WET 05 OZ,Under Review ,305909.444000000017695,4838224.591000000014901,York South-Weston,NO,NO,PASS,None
4721,22 139459 WET 03 OZ,Under Review ,304160.023999999975786,4833999.643000000156462,Etobicoke-Lakeshore,NO,NO,PASS,None
4722,22 139459 WET 03 OZ,Under Review ,304070.832999999984168,4833972.069000000134110,Etobicoke-Lakeshore,NO,NO,PASS,None
4725,21 127937 NNY 08 OZ,Under Review ,308833.068000000028405,4839347.955000000074506,Eglinton-Lawrence,NO,NO,PASS,None
4742,25 264480 ESC 21 SA,Under Review ,321951.152000000001863,4845345.259999999776483,Scarborough Centre,NO,NO,PASS,None
4744,25 148973 ESC 20 SA,Under Review ,322715.880000000004657,4840588.598000000230968,Scarborough Southwest,NO,NO,PASS,None
4758,26 163623 STE 13 OZ,Under Review ,315912.898999999975786,4834393.673999999649823,Toronto Centre,NO,NO,PASS,None
4769,21 234388 STE 13 CD,Under Review ,316257.206000000005588,4835461.481999999843538,Toronto Centre,NO,NO,PASS,None
4771,22 132974 STE 13 SA,Under Review ,314042.271999999997206,4836137.167000000365078,Toronto Centre,NO,NO,PASS,None
4773,17 112623 NNY 15 SB,Under Review ,309478.815000000002328,4842245.841000000014901,Eglinton-Lawrence,NO,NO,PASS,None
4792,21 235877 STE 09 SB,Under Review ,307455.945999999996275,4837055.241000000387430,Davenport,NO,NO,PASS,None
4797,23 142988 NNY 08 SA,Under Review ,308833.068000000028405,4839347.955000000074506,Eglinton-Lawrence,NO,NO,PASS,None
4798,25 254942 NNY 15 SA,Under Review ,316490.968999999982771,4840738.833999999798834,Don Valley West,NO,NO,PASS,None
4799,26 213803 STE 04 SA,Application Received,310201.291000000026543,4832435.433000000193715,Parkdale-High Park,NO,NO,PASS,None
4802,16 209876 ESC 44 OZ,Under Review ,329982.809000000008382,4848879.696999999694526,Scarborough-Rouge Park,NO,NO,PASS,None
4803,16 209876 ESC 44 OZ,Under Review ,329620.833999999973457,4849596.469999999739230,Scarborough-Rouge Park,NO,NO,PASS,None
4837,19 240129 STE 09 SA,Under Review ,307995.810999999986961,4836886.578999999910593,Davenport,NO,NO,PASS,None
4866,24 238004 STE 12 OZ,Under Review ,313628.282000000006519,4840466.316999999806285,Toronto-St. Paul's,NO,NO,PASS,None
4879,21 235361 STE 12 SB,Under Review ,313040.608999999996740,4839946.298000000417233,Toronto-St. Paul's,NO,NO,PASS,None
4880,21 234491 STE 13 SB,Under Review ,314042.271999999997206,4836137.167000000365078,Toronto Centre,NO,NO,PASS,None
4902,21 229987 STE 11 SA,Under Review ,313140.048999999999069,4837066.713000000454485,University-Rosedale,NO,NO,PASS,None
4919,25 212846 WET 03 SA,Under Review ,301775.152999999991152,4833223.798000000417233,Etobicoke-Lakeshore,NO,NO,PASS,None
4920,25 197312 WET 01 OZ,Under Review ,295530.634000000020023,4843309.675999999977648,Etobicoke North,NO,NO,PASS,None
4947,26 161475 STE 14 SB,Under Review ,317081.200000000011642,4834221.319000000134110,Toronto-Danforth,NO,NO,PASS,None
4950,20 191765 ESC 22 SA,Under Review ,319167.193000000028405,4847780.213999999687076,Scarborough-Agincourt,NO,NO,PASS,None
4952,22 241048 ESC 20 SA,Under Review ,322386.772999999986496,4841723.984000000171363,Scarborough Southwest,NO,NO,PASS,None
4957,20 209468 NNY 18 SA,Under Review ,311621.957999999984168,4849230.523000000044703,Willowdale,NO,NO,PASS,None
4963,20 161832 STE 12 SA,Under Review ,313391.253000000026077,4838319.439000000245869,Toronto-St. Paul's,NO,NO,PASS,None
4979,26 115508 ESC 24 SB,Under Review ,324931.210000000020955,4848637.690999999642372,Scarborough-Guildwood,NO,NO,PASS,None
4988,25 138195 NNY 18 SB,Under Review ,310328.523999999975786,4848294.093999999575317,Willowdale,NO,NO,PASS,None
5004,21 199459 WET 03 PL,Under Review ,301501.430999999982305,4831620.326000000350177,Etobicoke-Lakeshore,NO,NO,PASS,None
5005,21 251322 NNY 18 SA,Under Review ,312211.923999999999069,4846386.262000000104308,Willowdale,NO,NO,PASS,None
5007,22 175297 WET 02 SA,Under Review ,299900.973999999987427,4832370.276999999769032,Etobicoke Centre,NO,NO,PASS,None
5009,25 210259 STE 04 SA,Under Review ,307459.358000000007451,4834642.996000000275671,Parkdale-High Park,NO,NO,PASS,None
5010,26 127575 STE 04 SA,Under Review ,309688.549999999988358,4832805.610999999567866,Parkdale-High Park,NO,NO,PASS,None
5015,24 224540 NNY 08 SA,Under Review ,308152.539999999979045,4842197.434000000357628,Eglinton-Lawrence,NO,NO,PASS,None
5017,25 252382 NNY 18 SA,Under Review ,311913.126999999978580,4846401.438000000081956,Willowdale,NO,NO,PASS,None
5018,17 153483 WET 06 SA,Under Review ,304738.083999999973457,4830355.298000000417233,Etobicoke-Lakeshore,NO,NO,PASS,None
5043,26 165289 NNY 08 OZ,Under Review ,310603.507999999972526,4841097.121000000275671,Eglinton-Lawrence,NO,NO,PASS,None
5058,20 232714 STE 12 OZ,Under Review ,312970.613000000012107,4840442.150000000372529,Toronto-St. Paul's,NO,NO,PASS,None
5059,24 254930 ESC 20 OZ,Under Review ,321976.538000000000466,4838685.503999999724329,Scarborough Southwest,NO,NO,PASS,None
5061,26 130072 WET 05 SA,Under Review ,306429.315000000002328,4836416.580000000074506,York South-Weston,NO,NO,PASS,None
5121,21 231681 STE 19 CD,Under Review ,321172.271999999997206,4838463.558000000193715,Beaches-East York,NO,NO,PASS,None
5139,26 214467 WET 03 CD,Application Received,304104.295999999972992,4835388.563000000081956,Etobicoke-Lakeshore,NO,NO,PASS,None
5140,26 214467 WET 03 CD,Application Received,304096.352000000013504,4835403.542000000365078,Etobicoke-Lakeshore,NO,NO,PASS,None
5146,21 232282 STE 10 CD,Under Review ,313772.104999999981374,4833924.292999999597669,Spadina-Fort York,NO,NO,PASS,None
5181,22 131744 WET 03 SA,Under Review ,306277.661000000021886,4831276.222000000067055,Etobicoke-Lakeshore,NO,YES,FAIL,Wetland
5185,23 115001 WET 05 SA,Under Review ,303726.320000000006985,4839646.961000000126660,York South-Weston,NO,YES,FAIL,Wetland
5208,21 230436 STE 10 CD,Under Review ,313295.591000000014901,4833851.412999999709427,Spadina-Fort York,NO,NO,PASS,None
5212,25 166443 STE 11 OZ,Under Review ,313648.124000000010710,4837536.316999999806285,University-Rosedale,NO,NO,PASS,None
5216,22 172695 ESC 24 OZ,Under Review ,329408.417000000015832,4846861.825000000186265,Scarborough-Guildwood,NO,NO,PASS,None
5223,20 146496 WET 03 SB,Under Review ,306277.661000000021886,4831276.222000000067055,Etobicoke-Lakeshore,NO,YES,FAIL,Wetland
5224,21 235357 STE 12 SA,Under Review ,313040.608999999996740,4839946.298000000417233,Toronto-St. Paul's,NO,NO,PASS,None
5225,21 225328 STE 13 CD,Under Review ,314414.935999999986961,4835820.877999999560416,Toronto Centre,NO,NO,PASS,None
5226,22 177065 NNY 15 SA,Under Review ,314626.102000000013504,4841265.743999999947846,Don Valley West,NO,NO,PASS,None
5242,21 228596 STE 09 SB,Under Review ,307378.859999999986030,4837331.417000000365078,Davenport,NO,NO,PASS,None
5244,25 257536 NNY 18 OZ,Under Review ,311288.457999999984168,4848589.324000000022352,Willowdale,NO,NO,PASS,None
5276,23 126217 NNY 18 OZ,Under Review ,310798.794999999983702,4850468.830000000074506,Willowdale,NO,NO,PASS,None
5278,25 265168 STE 13 SA,Under Review ,314554.435999999986961,4836446.049999999813735,Toronto Centre,NO,NO,PASS,None
5280,23 137642 WET 05 SA,Under Review ,303459.392999999981839,4839907.618999999947846,York South-Weston,NO,NO,PASS,None
5294,21 143750 STE 10 SA,Under Review ,315008.737000000022817,4833365.603000000119209,Spadina-Fort York,NO,NO,PASS,None
5295,21 203254 STE 13 SA,Under Review ,314114.708999999973457,4835760.633999999612570,Toronto Centre,NO,NO,PASS,None
5297,22 137231 STE 14 SA,Under Review ,317194.778999999980442,4834961.889999999664724,Toronto-Danforth,NO,NO,PASS,None
5309,25 120160 NNY 06 SA,Under Review ,309405.756999999983236,4845832.292999999597669,York Centre,NO,NO,PASS,None
5310,25 269679 WET 02 SA,Under Review ,301816.968999999982771,4833589.093999999575317,Etobicoke Centre,NO,NO,PASS,None
5312,24 248822 NNY 08 OZ,Under Review ,308152.539999999979045,4842197.434000000357628,Eglinton-Lawrence,NO,NO,PASS,None
5317,26 115551 ESC 24 OZ,Under Review ,324931.210000000020955,4848637.690999999642372,Scarborough-Guildwood,NO,NO,PASS,None
5320,23 126238 NNY 18 SB,Under Review ,310798.794999999983702,4850468.830000000074506,Willowdale,NO,NO,PASS,None
5321,23 125753 NNY 18 SA,Under Review ,311271.833999999973457,4850528.389999999664724,Willowdale,NO,NO,PASS,None
5322,23 133181 ESC 24 SA,Under Review ,327538.977000000013504,4844571.571999999694526,Scarborough-Guildwood,NO,NO,PASS,None
5324,23 126229 NNY 18 SA,Under Review ,310798.794999999983702,4850468.830000000074506,Willowdale,NO,NO,PASS,None
5326,24 251716 STE 19 SA,Under Review ,319923.656000000017229,4838256.729000000283122,Beaches-East York,NO,NO,PASS,None
5340,22 142698 ESC 20 SA,Under Review ,325705.152999999991152,4841926.564000000245869,Scarborough Southwest,NO,NO,PASS,None
5341,23 133181 ESC 24 SA,Under Review ,327718.598999999987427,4844681.368999999947846,Scarborough-Guildwood,NO,NO,PASS,None
5354,20 199761 STE 14 SA,Under Review ,318277.136999999987893,4836542.165000000037253,Toronto-Danforth,NO,NO,PASS,None
5360,22 202881 ESC 20 SA,Under Review ,326175.950000000011642,4844206.228000000119209,Scarborough Southwest,NO,NO,PASS,None
5381,24 178354 NNY 06 OZ,Under Review ,307584.881999999983236,4845550.171000000089407,York Centre,NO,NO,PASS,None
5382,24 246087 WET 05 SA,Under Review ,304532.561999999976251,4839942.540000000037253,York South-Weston,NO,NO,PASS,None
5388,24 241983 WET 01 SA,Under Review ,295059.217999999993481,4845085.069000000134110,Etobicoke North,NO,NO,PASS,None
5389,24 251716 STE 19 SA,Under Review ,319929.663999999989755,4838251.667999999597669,Beaches-East York,NO,NO,PASS,None
5415,14 216820 NNY 26 SA,Under Review ,315971.097000000008848,4840605.974000000394881,Don Valley West,NO,NO,PASS,None
5420,25 170633 STE 19 OZ,Under Review ,319888.757999999972526,4840378.701999999582767,Beaches-East York,NO,NO,PASS,None
5421,26 205778 NNY 06 OZ,Under Review ,307178.260000000009313,4843613.399000000208616,York Centre,NO,NO,PASS,None
5430,20 122927 ESC 24 SA,Under Review ,329172.063000000023749,4846501.239000000059605,Scarborough-Guildwood,NO,NO,PASS,None
5432,21 203254 STE 13 SA,Under Review ,314118.510000000009313,4835746.860999999567866,Toronto Centre,NO,NO,PASS,None
5439,21 251000 STE 10 SA,Under Review ,310993.370999999984633,4832858.023000000044703,Spadina-Fort York,NO,NO,PASS,None
5440,25 269493 ESC 23 OZ,Under Review ,323496.864000000001397,4849496.046000000089407,Scarborough North,NO,NO,PASS,None
5441,26 214481 WET 03 PL,Application Received,304104.295999999972992,4835388.563000000081956,Etobicoke-Lakeshore,NO,NO,PASS,None
5442,26 214481 WET 03 PL,Application Received,304096.352000000013504,4835403.542000000365078,Etobicoke-Lakeshore,NO,NO,PASS,None
5446,21 124972 NNY 18 SA,Under Review ,310328.523999999975786,4848294.093999999575317,Willowdale,NO,NO,PASS,None
5451,26 114386 NNY 18 OZ,Under Review ,311942.696999999985565,4846314.451000000350177,Willowdale,NO,NO,PASS,None
5452,26 196387 NNY 15 OZ,Under Review ,317000.055999999982305,4840115.933000000193715,Don Valley West,NO,NO,PASS,None
5455,21 234394 STE 14 SB,Under Review ,317036.522999999986496,4835044.952999999746680,Toronto-Danforth,NO,NO,PASS,None
5460,21 227802 STE 12 SB,Under Review ,313477.903999999980442,4838371.637000000104308,Toronto-St. Paul's,NO,NO,PASS,None
5468,22 191099 NNY 18 OZ,Under Review ,311364.200000000011642,4850449.799999999813735,Willowdale,NO,NO,PASS,None
5490,23 126078 STE 13 SA,Under Review ,316432.273999999975786,4834736.672000000253320,Toronto Centre,NO,NO,PASS,None
5524,21 250763 STE 12 SA,Under Review ,309050.242000000027474,4839273.889999999664724,Toronto-St. Paul's,NO,NO,PASS,None
5526,24 216579 STE 13 SA,Under Review ,314667.679000000003725,4836290.830000000074506,Toronto Centre,NO,NO,PASS,None
5530,21 250217 ESC 24 SA,Under Review ,327321.050999999977648,4845067.292999999597669,Scarborough-Guildwood,NO,NO,PASS,None
5541,18 155186 STE 30 SA,Under Review ,316588.735999999975320,4835906.110000000335276,Toronto-Danforth,NO,NO,PASS,None
5545,19 121813 STE 10 SA,Under Review ,311282.592000000004191,4833655.402999999932945,Spadina-Fort York,NO,NO,PASS,None
5546,19 243760 NNY 18 SA,Under Review ,311258.760999999998603,4850066.959999999962747,Willowdale,NO,NO,PASS,None
5576,26 186552 STE 10 SA,Under Review ,312263.510999999998603,4832670.128999999724329,Spadina-Fort York,NO,NO,PASS,None
5640,21 234402 STE 10 CD,Under Review ,312800.829000000027008,4833851.031999999657273,Spadina-Fort York,NO,NO,PASS,None
5641,24 237031 STE 13 SA,Under Review ,314096.744000000006054,4835785.120000000111759,Toronto Centre,NO,NO,PASS,None
5646,22 137934 STE 13 SA,Under Review ,315246.787000000011176,4834290.915000000037253,Toronto Centre,NO,NO,PASS,None
5647,23 138551 STE 12 SA,Under Review ,309005.716000000014901,4839279.553000000305474,Toronto-St. Paul's,NO,NO,PASS,None
5655,21 235323 STE 13 CD,Under Review ,315557.913000000000466,4834650.064000000245869,Toronto Centre,NO,NO,PASS,None
5657,21 231952 STE 11 CD,Under Review ,313167.545999999972992,4836305.786999999545515,University-Rosedale,NO,NO,PASS,None
5658,21 231690 NNY 18 CD,Under Review ,311258.760999999998603,4850066.959999999962747,Willowdale,NO,NO,PASS,None
5677,25 250965 NNY 08 SA,Under Review ,309487.321999999985565,4840598.887000000104308,Eglinton-Lawrence,NO,NO,PASS,None
5678,25 250965 NNY 08 SA,Under Review ,309472.173999999999069,4840595.246000000275671,Eglinton-Lawrence,NO,NO,PASS,None
5689,21 230436 STE 10 CD,Under Review ,313309.700000000011642,4833883.422000000253320,Spadina-Fort York,NO,NO,PASS,None
5690,21 247144 STE 09 SA,Under Review ,310645.217999999993481,4833528.411999999545515,Davenport,NO,NO,PASS,None
5691,23 110492 STE 13 SA,Under Review ,314518.856000000028871,4835456.832000000402331,Toronto Centre,NO,NO,PASS,None
5715,23 239053 WET 02 SA,Under Review ,299524.309999999997672,4833316.423000000417233,Etobicoke Centre,NO,NO,PASS,None
5752,19 217032 STE 10 SA,Under Review ,313289.072999999974854,4834170.922000000253320,Spadina-Fort York,NO,NO,PASS,None
5756,24 129384 NNY 17 SA,Under Review ,314849.681999999971595,4847419.793999999761581,Don Valley North,NO,NO,PASS,None
5767,21 198048 STE 10 SA,Under Review ,313309.700000000011642,4833883.422000000253320,Spadina-Fort York,NO,NO,PASS,None
5780,26 121464 NNY 18 SA,Under Review ,313239.139000000024680,4850500.195000000298023,Willowdale,NO,NO,PASS,None
5796,25 115073 WET 01 SA,Under Review ,296178.004000000015367,4844642.370000000111759,Etobicoke North,NO,NO,PASS,None
5797,25 213384 WET 03 OZ,Under Review ,302379.864000000001397,4833922.417999999597669,Etobicoke-Lakeshore,NO,NO,PASS,None
5798,15 258489 ESC 43 SA,Under Review ,329035.913999999989755,4845864.822999999858439,Scarborough-Guildwood,NO,NO,PASS,None
5799,18 254620 STE 20 SA,Under Review ,313167.545999999972992,4836305.786999999545515,University-Rosedale,NO,NO,PASS,None
5804,21 232282 STE 10 CD,Under Review ,313848.287000000011176,4833951.581000000238419,Spadina-Fort York,NO,NO,PASS,None
5810,21 231950 NNY 08 CD,Under Review ,312576.429000000003725,4842874.281999999657273,Eglinton-Lawrence,NO,NO,PASS,None
5823,21 149587 NNY 18 CD,Under Review ,311871.097000000008848,4847250.856999999843538,Willowdale,NO,NO,PASS,None
5825,22 162080 STE 12 SA,Under Review ,313253.992000000027474,4839609.660000000149012,Toronto-St. Paul's,NO,NO,PASS,None
5826,22 108031 NNY 18 SA,Under Review ,311345.599999999976717,4850163.650999999605119,Willowdale,NO,NO,PASS,None
5830,23 130404 NNY 18 SA,Under Review ,311871.097000000008848,4847250.856999999843538,Willowdale,NO,NO,PASS,None
5846,22 200452 STE 12 SA,Under Review ,313213.170999999972992,4838395.549999999813735,Toronto-St. Paul's,NO,NO,PASS,None
5848,24 187222 STE 04 SA,Under Review ,308514.662000000011176,4835290.752999999560416,Parkdale-High Park,NO,NO,PASS,None
5849,25 132512 ESC 21 OZ,Under Review ,320458.036000000021886,4843408.139999999664724,Scarborough Centre,NO,NO,PASS,None
5855,17 112623 NNY 15 SB,Under Review ,309535.472000000008848,4842253.774000000208616,Eglinton-Lawrence,NO,NO,PASS,None
5857,26 104032 WET 07 SA,Under Review ,299921.995999999984633,4847046.756000000052154,Humber River-Black Creek,NO,NO,PASS,None
5861,21 224777 STE 09 CD,Under Review ,310236.829000000027008,4834250.783999999985099,Davenport,NO,NO,PASS,None
5865,22 204260 STE 14 OZ,Under Review ,316724.521000000007916,4835152.616000000387430,Toronto-Danforth,YES,NO,FAIL,Watercourse
5871,25 241286 STE 11 SA,Under Review ,312286.798000000009779,4836247.203999999910593,University-Rosedale,NO,NO,PASS,None
5879,21 227660 NNY 15 CD,Under Review ,313446.755000000004657,4841051.777999999932945,Don Valley West,NO,NO,PASS,None
5883,22 201010 NNY 16 SB,Under Review ,316935.956000000005588,4841887.390999999828637,Don Valley East,NO,NO,PASS,None
5897,22 192792 NNY 08 SA,Under Review ,309788.636999999987893,4841699.555999999865890,Eglinton-Lawrence,NO,NO,PASS,None
5916,25 180089 NNY 18 SA,Under Review ,313787.979999999981374,4847029.111999999731779,Willowdale,NO,NO,PASS,None
5922,21 235027 NNY 18 CD,Under Review ,311679.244999999995343,4846511.208999999798834,Willowdale,NO,NO,PASS,None
5926,26 107153 ESC 23 SA,Under Review ,325414.744000000006054,4852148.334999999962747,Scarborough North,NO,NO,PASS,None
5931,20 233673 NNY 17 OZ,Under Review ,314073.810999999986961,4847255.548999999649823,Don Valley North,NO,NO,PASS,None
5946,22 201228 STE 10 SA,Under Review ,311845.634000000020023,4833370.138000000268221,Spadina-Fort York,NO,NO,PASS,None
5973,21 188740 STE 13 SA,Under Review ,313923.354999999981374,4836252.338000000454485,Toronto Centre,NO,NO,PASS,None
5974,26 186130 NNY 08 OZ,Under Review ,309302.227000000013504,4841075.304999999701977,Eglinton-Lawrence,NO,NO,PASS,None
5997,26 161475 STE 14 SB,Under Review ,316832.130999999993946,4833919.610999999567866,Toronto-Danforth,NO,NO,PASS,None
5999,25 102468 STE 13 OZ,Under Review ,314465.380999999993946,4834790.035000000149012,Toronto Centre,NO,NO,PASS,None
6012,22 143093 ESC 21 SA,Under Review ,320458.036000000021886,4843408.139999999664724,Scarborough Centre,NO,NO,PASS,None
6013,21 251396 NNY 16 SA,Under Review ,319462.820000000006985,4842763.594999999739230,Don Valley East,NO,NO,PASS,None
6014,22 110426 NNY 18 SA,Under Review ,313787.979999999981374,4847029.111999999731779,Willowdale,NO,NO,PASS,None
6016,24 194578 WET 05 SA,Under Review ,305746.798999999999069,4840444.086000000126660,York South-Weston,NO,NO,PASS,None
6019,21 211001 STE 12 CD,Under Review ,313575.641000000003260,4840614.904000000096858,Toronto-St. Paul's,NO,NO,PASS,None
6025,26 124085 WET 05 OZ,Under Review ,306728.452999999979511,4836445.980000000447035,York South-Weston,NO,NO,PASS,None
6027,26 120711 STE 19 CD,Under Review ,320753.099999999976717,4838400.000000000000000,Beaches-East York,NO,NO,PASS,None
6063,23 138584 NNY 08 SA,Under Review ,308263.368000000016764,4842228.351999999955297,Eglinton-Lawrence,NO,NO,PASS,None
6065,22 226856 STE 19 SA,Under Review ,320835.631999999983236,4841880.220999999903142,Beaches-East York,NO,NO,PASS,None
6071,25 267189 WET 05 OZ,Under Review ,303268.826000000000931,4839857.475999999791384,York South-Weston,NO,NO,PASS,None
6072,25 173118 NNY 08 OZ,Under Review ,310399.193000000028405,4841998.148000000044703,Eglinton-Lawrence,NO,NO,PASS,None
6085,24 208067 NNY 15 SA,Under Review ,314564.844999999972060,4841191.025000000372529,Don Valley West,NO,NO,PASS,None
6099,25 251663 NNY 08 SB,Under Review ,309554.679999999993015,4841963.877999999560416,Eglinton-Lawrence,NO,NO,PASS,None
6102,22 139888 STE 11 SA,Under Review ,313648.124000000010710,4837536.316999999806285,University-Rosedale,NO,NO,PASS,None
6108,26 206628 STE 11 SA,Under Review ,313868.864000000001397,4836601.216000000014901,University-Rosedale,NO,NO,PASS,None
6109,26 206628 STE 11 SA,Under Review ,313844.353999999992084,4836579.580000000074506,University-Rosedale,NO,NO,PASS,None
